1.00500,8.07900,-65.77366,3725.65012,-22.92618
29.50500,-156.15606,-382.69453,-9464.06619,1257.52531
58.50500,-104.57184,-85.89562,1006.38298,352.67292
87.00500,3.14815,-321.07103,-7735.93381,1111.18800
116.00500,-82.19339,-346.85229,2556.61939,216.09143
144.50500,751.87795,114.06636,-34547.39953,4964.73725
173.50500,682.84613,-50.05338,-38918.55792,4618.40560
202.00500,783.35950,163.74245,-30328.72340,5379.35963
231.00500,652.88177,-104.75995,-26135.46099,5554.96441
259.50500,844.80541,292.01995,-41358.27423,4257.44023
288.50500,803.46218,-97.21422,-41078.72340,4713.52486
317.00500,663.12275,168.14413,-32641.37116,5474.47889
346.00500,677.15669,-66.40247,-42044.44444,5586.67083
374.50500,778.42866,136.70357,-31192.78960,4640.35620
403.50500,669.95007,-70.80415,-40468.79433,5386.67650
432.00500,799.28992,179.46273,-29972.93144,4364.75426
461.00500,771.98063,133.55951,-42069.85816,5352.53113
489.50500,641.88219,-115.44975,-33022.57683,4540.35904
518.50500,768.56697,151.79504,-41739.47991,5315.94680
547.00500,615.33149,-135.57171,-31345.27187,4367.19322
576.00500,773.11852,197.06945,-39350.59102,5096.44083
604.50500,661.22627,-6.66540,-31523.16785,4362.31531
633.50500,767.42908,219.07784,-39960.52009,5147.65889
662.00500,649.08881,-6.66540,-30303.30969,4269.63501
691.00500,767.42908,267.49631,-27482.38771,4013.54471
719.50500,633.53768,24.77516,-35995.98109,4835.47262
748.50500,607.36628,-22.38568,-37139.59811,4989.12680
777.01000,741.25767,266.23869,-27101.18203,4237.92859
806.01000,743.53345,298.93687,-32590.54374,4801.32725
834.51000,645.67515,110.29349,-25144.32624,4108.66396
863.51000,616.46937,55.58691,-24966.43026,4113.54187
892.01000,729.87880,288.87589,-35208.15603,4918.39710
921.01000,756.42950,339.18079,-30760.75650,4691.57426
949.51000,648.33022,137.33238,-25042.67139,4152.56516
978.51000,600.53895,68.16314,-31370.68558,4803.76620
1007.01000,750.74007,358.04513,-23162.05674,3981.83829
1036.01000,606.60768,67.53433,-25220.56738,4050.12904
1064.51000,731.39598,322.83170,-33607.09220,4974.49307
1093.51000,635.81346,154.31028,-34344.08983,5028.15008
1122.01000,761.73964,416.52457,-22704.60993,3933.05919
1151.01000,748.46429,395.77380,-22780.85106,5054.97859
1179.51000,550.09262,3.39558,-34674.46809,3845.25680
1208.51000,718.49993,323.46051,-22323.40426,3794.03874
1237.01000,525.81769,-56.34149,-32793.85343,4769.62083
1266.01000,684.36331,244.23029,-22577.54137,3779.40501
1294.51000,564.50586,3.39558,-32692.19858,4723.28068
1323.51000,646.81303,146.13574,-25703.42790,4074.51859
1352.01000,526.57628,-96.58541,-33429.19622,4801.32725
1381.01000,514.05952,-132.42765,-34954.01891,4947.66456
1409.51000,646.81303,124.75615,-25068.08511,4037.93426
1438.51000,536.43797,-107.90401,-34852.36407,4928.15292
1467.01000,669.57078,153.05266,-25322.22222,4067.20172
1496.01000,527.33487,214.04735,-33683.33333,4825.71680
1524.51000,701.43162,-135.57171,-18079.31442,3515.99784
1553.51500,509.12868,-182.73255,-23924.46809,4108.66396
1582.01500,662.36416,137.33238,-32209.33806,4847.66739
1611.01500,644.53726,-111.04807,-32920.92199,4918.39710
1639.51500,-48.05677,126.20242,3763.77069,-329.50285
1668.51500,-47.29818,-102.05607,3484.21986,-295.35748
1697.01500,105.93730,148.83962,-5588.47518,526.57043
1726.01500,65.35266,102.30759,3153.84161,-249.01733
1754.51500,-45.02240,-125.32208,-5944.26714,585.10536
1783.51500,-33.64353,-107.71537,-6579.60993,616.81178
1812.01500,83.17956,124.31598,3026.77305,-241.70046
1841.01500,117.69547,190.34117,-4953.13239,450.96282
1869.51500,-8.61001,-75.01718,4856.56028,-402.67151
1898.51500,-25.67832,-107.71537,-5308.92435,509.49775
1927.01500,87.46560,169.08735,5707.91962,-486.81546
1956.01500,13.12363,23.20314,625.17730,-25.85293
1984.51500,150.42869,271.58358,8554.25532,-689.24875
2013.51500,137.91193,270.32596,-2576.95035,257.06588
2042.01500,24.50251,18.17265,9774.11348,-747.78367
2071.01500,30.57124,45.84034,-620.09456,108.28961
2099.51500,171.28996,344.52569,10231.56028,-859.97561
2128.51500,134.49827,265.92428,9240.42553,-777.05113
2157.01500,-14.56496,-52.25422,-2932.74232,305.84498
2186.01500,-8.49622,-49.11016,-2856.50118,279.01648
2214.51500,88.60349,153.99588,8554.25532,-789.24591
2243.51500,72.59721,149.78284,5682.50591,-462.42591
2272.01500,-44.60518,-97.33998,-4902.30496,426.32937
2301.02000,-24.50251,-53.95201,-2869.20804,265.35833
2329.52000,99.14791,188.14033,4221.21749,-319.99092
2358.52000,96.11354,-28.79956,-3631.61939,321.45430
2387.02000,-8.57208,184.99627,5466.48936,-454.13346
2416.02000,-24.50251,-72.81634,5059.86998,-407.79331
2444.52000,107.49241,195.05725,-5359.75177,489.74221
2473.52000,-34.74349,-114.94670,-7926.53664,719.00400
2502.02000,99.52720,171.16242,3967.08038,-324.86884
2531.02000,67.66636,82.50004,2584.57447,-216.09143
2559.52000,-80.75206,-168.45854,-5471.57210,488.76663
2588.52000,-93.26882,-203.04315,831.02837,659.49349
2617.02000,36.45032,39.67799,-7479.25532,-79.50994
2646.02000,41.76046,70.48974,-1329.13712,108.28961
2674.52000,-111.47502,-239.51421,-12968.61702,1174.11304
2703.52000,-134.99136,-291.07673,-13375.23641,1174.11304
2732.02000,12.93398,11.38148,-2930.20095,254.62692
2761.02000,-2.61714,-30.12006,-3209.75177,274.13857
2789.52000,-134.99136,-313.08512,-13908.92435,1213.13633
2818.52000,-153.19755,-347.04093,-15001.71395,1318.01140
2847.02000,20.51990,10.75267,-2066.13475,179.01931
2876.02000,-104.64770,-247.05994,-9842.73050,886.31633
2904.52000,70.20764,112.62010,2381.26478,-199.01875
2933.52000,22.79567,15.78316,-3184.33806,274.13857
2962.02000,-114.50939,-282.90218,-13070.27187,1088.74961
2991.02000,17.10624,-3.08118,-3336.82033,288.77230
3019.52000,-133.09488,-317.48680,-12739.89362,1122.89498
3048.52000,-143.33586,-338.23757,-14213.88889,1247.28170
3077.02500,43.27764,48.48135,-465.07092,37.55991
3106.02500,-45.47756,-143.93490,398.99527,-35.60875
3134.52500,52.38074,62.94401,-7530.08274,654.61558
3163.52500,85.00018,137.14373,1644.26714,-145.36173
3192.02500,-32.96080,-106.20622,-7885.87470,700.95573
3221.02500,64.13891,99.41506,-515.89835,47.31573
3249.52500,-89.09657,-227.56679,-12282.44681,1069.23797
3278.52500,-88.71727,-247.68875,-12434.92908,1003.38618
3307.02500,34.17455,9.49505,-2345.68558,203.40887
3336.02500,-99.33756,-259.63617,-3082.68322,978.99663
3364.52500,45.93271,40.93561,-11265.89835,257.06588
3393.52500,59.20807,61.68638,-11520.03546,1003.38618
3422.02500,-83.02784,-226.93798,-2828.54610,225.35946
3451.02500,-73.16615,-208.70246,-8597.45863,749.73483
3479.52500,65.65609,72.37618,348.16785,-50.24248
3508.52500,58.82877,57.28471,-1151.24113,88.77797
3537.02500,-59.89080,-180.40595,-10173.10875,878.99946
3566.02500,-6.03080,-67.84873,-5827.36407,510.71722
3594.52500,-122.09530,-331.32065,-17111.05201,1496.05513
3623.52500,20.51990,-18.17265,-6157.74232,510.71722
3652.02500,-99.71685,-269.69715,-16679.01891,1439.95916
3681.02500,-111.85432,-303.65295,-17339.77541,1510.68886
3709.52500,21.27849,-28.86244,-7072.63593,600.95857
3738.52500,24.31286,-13.14216,-6488.12057,571.69110
3767.02500,-94.02742,-267.18190,-16653.60520,1439.95916
3796.02500,-104.26840,-282.27337,-17466.84397,1498.49409
3824.52500,6.48596,-62.18943,-9283.62884,783.88021
3853.53000,-89.09657,-248.94638,-5141.19385,391.20842
3882.03000,70.58694,77.40667,-16679.01891,1425.32543
3911.03000,-117.16446,-323.77491,-20313.17967,1666.78200
3939.53000,22.79567,-27.60481,-8292.49409,688.76095
3968.53000,-149.40459,-368.42051,-19652.42317,1708.24424
3997.03000,22.79567,-30.12006,-6233.98345,532.66782
4026.03000,54.65652,47.85254,-6386.46572,539.98469
4054.53000,-109.19924,-284.78862,-17111.05201,1488.73827
4083.53000,-99.33756,-271.58358,-17161.87943,1481.42140
4112.03000,89.93102,110.73366,-5700.29551,476.57185
4141.03000,-54.95995,-194.86861,-15077.95508,1308.25558
4169.53000,77.41426,66.71687,-4683.74704,391.20842
4198.53000,107.37863,138.40136,-1354.55083,100.97275
4227.03000,-67.85601,-227.56679,-16450.29551,1413.13065
4256.03000,-61.40798,-217.50581,-17034.81087,1454.59289
4284.53000,58.07018,23.95771,-6259.39716,513.15618
4313.53000,54.65652,19.55603,-16399.46809,1415.56961
4342.03000,-67.09742,-218.76344,-6106.91489,493.64454
4371.03000,-53.82207,-196.12623,-6589.77541,547.30155
4399.53000,54.65652,21.44246,-15408.33333,1322.88931
4428.53000,-42.82249,-174.74665,-12765.30733,1078.99379
4457.03000,86.13806,76.14904,-5827.36407,469.25498
4486.03000,103.20637,114.50653,-5598.64066,449.74334
4514.53000,-52.30488,-198.64148,-16501.12293,1415.56961
4543.53000,-40.54672,-193.61099,-14290.13002,1144.84558
4572.03000,98.65482,110.10485,-4505.85106,359.50200
4601.03000,51.24286,10.75267,-5471.57210,454.62125
4629.53500,-64.82164,-218.13462,-14722.16312,1266.79334
4658.53500,-1.47925,-99.91811,-9664.83452,820.46454
4687.03500,-133.09488,-358.98835,-20008.21513,1732.63379
4716.03500,-84.54502,-266.55309,-16679.01891,1437.52021
4744.53500,58.82877,20.18484,-5141.19385,413.15901
4773.53500,47.07060,-11.88453,-15205.02364,1310.69454
4802.03500,-77.71770,-260.26498,-6564.36170,547.30155
4831.03500,38.72610,-27.60481,-15052.54137,1303.37767
4859.53500,-76.20052,-276.61407,-5776.53664,483.88872
4888.53500,-102.75122,-299.25128,-13959.75177,1213.13633
4917.03500,44.03624,-10.62691,-6640.60284,561.93528
4946.03500,-54.95995,-206.81602,-15281.26478,1327.76722
4974.53500,79.31074,61.68638,-2091.54846,166.82454
5003.53500,95.62046,103.81674,-515.89835,22.92618
